bc_id,bc_type,bc_modif1,bc_modif2,bc_temp,bc_time,bc_rate,bc_oc,bc_ssa,bc_idig,bc_co,bc_loading,oxi_mw,oxi_srp,oxi_bde,oxi_pka,oxi_loading,op_id,op_mw,op_kow,op_pka,op_conc,ph,k
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,5,1.732828272
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,9,1.899629455
Fe sludge biochar,Sludge,Metal,Pristine,600,2,10,1.172707889,108.2,1.59,8.783333333,0.4,152.2,1.82,377,9.3,0.1522,SMX,253.279,0.89,1.6,5,11,2.522878745
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.025,152.2,1.82,377,9.3,0.13,gatifloxacin,375.394,0.78,7.5,8,3,1.744727495
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.05,152.2,1.82,377,9.3,0.13,gatifloxacin,375.394,0.78,7.5,8,3,1.431798276
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.1,152.2,1.82,377,9.3,0.13,gatifloxacin,375.394,0.78,7.5,8,3,1.187086643
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.2,152.2,1.82,377,9.3,0.13,gatifloxacin,375.394,0.78,7.5,8,3,1.008773924
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.025,152.2,1.82,377,9.3,0.27,gatifloxacin,375.394,0.78,7.5,8,3,1.619788758
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.05,152.2,1.82,377,9.3,0.27,gatifloxacin,375.394,0.78,7.5,8,3,1.301029996
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.1,152.2,1.82,377,9.3,0.27,gatifloxacin,375.394,0.78,7.5,8,3,1.040958608
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.2,152.2,1.82,377,9.3,0.27,gatifloxacin,375.394,0.78,7.5,8,3,0.790484985
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.025,152.2,1.82,377,9.3,0.4,gatifloxacin,375.394,0.78,7.5,8,3,1.585026652
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.05,152.2,1.82,377,9.3,0.4,gatifloxacin,375.394,0.78,7.5,8,3,1.229147988
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.1,152.2,1.82,377,9.3,0.4,gatifloxacin,375.394,0.78,7.5,8,3,0.910094889
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.2,152.2,1.82,377,9.3,0.4,gatifloxacin,375.394,0.78,7.5,8,3,0.679853714
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.025,152.2,1.82,377,9.3,0.53,gatifloxacin,375.394,0.78,7.5,8,3,1.552841969
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.05,152.2,1.82,377,9.3,0.53,gatifloxacin,375.394,0.78,7.5,8,3,1.167491087
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.1,152.2,1.82,377,9.3,0.53,gatifloxacin,375.394,0.78,7.5,8,3,0.943095149
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.2,152.2,1.82,377,9.3,0.53,gatifloxacin,375.394,0.78,7.5,8,3,0.596879479
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.1,152.2,1.82,377,9.3,0.4,gatifloxacin,375.394,0.78,7.5,8,7,1.187086643
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.1,152.2,1.82,377,9.3,0.4,gatifloxacin,375.394,0.78,7.5,8,9,1.292429824
N S Sawdust biochar,Plant,Heteroatom,Heteroatom,800,2,10,0.112811791,419.1,1.13,11.16666667,0.1,152.2,1.82,377,9.3,0.4,gatifloxacin,375.394,0.78,7.5,8,11,1.657577319
Eichhornia crassipes biochar,Plant,Pristine,Pristine,550,3,5,0.41025641,40.81,0.918,13.55,0.2,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,7,1.640164518
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,7,0.417255034
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.05,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,7,1.076755981
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.1,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,7,0.891096872
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.3,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,7,0.444301105
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.049465,malachite green,364.911,3.6,10.3,20,7,0.816730156
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.148395,malachite green,364.911,3.6,10.3,20,7,0.56050941
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.19786,malachite green,364.911,3.6,10.3,20,7,0.407712184
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,3,0.635073966
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,5,0.648396928
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,9,0.580539927
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,malachite green,364.911,3.6,10.3,20,11,0.518557371
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,BPA,228.29,3.32,9.6,20,7,0.499763525
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,Methylene blue,319.85,2.85,3.8,20,7,0.547140664
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,SMX,253.279,0.89,1.6,20,7,0.614215041
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,tetracycline,444.435,-1.19,3.3,20,7,0.899284913
MnFe BC,Plant,Metal,Metal,550,3,5,0.326465927,22.84,0.936,15.93333333,0.2,152.2,1.82,377,9.3,0.09893,Thiacloprid,252.72,1.26,1.8,20,7,0.846185136
peanut shell biochar,Plant,Pristine,Pristine,600,2,10,0.131081081,19.1,0.79,18.31666667,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,7,2.22184875
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,7,0.707300997
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.2,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,7,1.04431225
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.5,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,7,0.887730232
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,1,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,7,0.848017605
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.01522,ofloxacin,361.368,0.83,6.3,20,7,1.436518915
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.04566,ofloxacin,361.368,0.83,6.3,20,7,1.024108864
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.0761,ofloxacin,361.368,0.83,6.3,20,7,0.867420152
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.3044,ofloxacin,361.368,0.83,6.3,20,7,0.848017605
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,10,7,0.850472986
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,40,7,1.079354999
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,60,7,1.201349355
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,3,1.337242168
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,5,1.017728767
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,9,0.966576245
Co3O4 BC,Plant,Metal,Pristine,600,2,10,0.229142857,58.5,0.83,20.7,0.8,152.2,1.82,377,9.3,0.1522,ofloxacin,361.368,0.83,6.3,20,11,0.903089987
Sawdust BC,Plant,Pristine,Pristine,600,4,5,0.150960978,2196.87,0.928,24.45,0.08,152.2,1.82,377,9.3,0.0761,4-CP,128.55,2.39,9.41,50,7,1.621602099
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.0761,4-CP,128.55,2.39,9.41,50,7,0.91150953
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.02,152.2,1.82,377,9.3,0.0761,4-CP,128.55,2.39,9.41,50,7,1.812479279
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.04,152.2,1.82,377,9.3,0.0761,4-CP,128.55,2.39,9.41,50,7,1.393618635
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.06,152.2,1.82,377,9.3,0.0761,4-CP,128.55,2.39,9.41,50,7,1.139063379
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.03805,4-CP,128.55,2.39,9.41,50,7,1.299296283
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.1522,4-CP,128.55,2.39,9.41,50,7,1.171340103
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,4-CP,128.55,2.39,9.41,50,7,1.026872146
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,4-CP,128.55,2.39,9.41,75,7,1.36552273
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,4-CP,128.55,2.39,9.41,100,7,1.482804102
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,4-CP,128.55,2.39,9.41,50,3,1.203425667
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,4-CP,128.55,2.39,9.41,50,5,1.166852888
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,4-CP,128.55,2.39,9.41,50,9,1.448550002
NS BC,Plant,Heteroatom,Heteroatom,600,4,5,0.058386058,2183.75,0.995,28.2,0.08,152.2,1.82,377,9.3,0.3044,4-CP,128.55,2.39,9.41,50,11,1.173925197
Fe wood pulp  BC,Plant,Metal,Pristine,900,0.5,5,0.21,248.2,0.99,19.56,1.25,192.11,2.08,92,-3.5,0.76844,hexachlorocyclohexane,290.83,3.8,2,10,6,2.48148606
N-Fe wood pulp  BC,Plant,Metal,Heteroatom,900,0.5,5,0.15,214,0.985,19.9,1.25,192.11,2.08,92,-3.5,0.76844,hexachlorocyclohexane,290.83,3.8,2,10,6,1.35261703
N-Fe wood pulp  BC,Plant,Metal,Heteroatom,900,0.5,5,0.15,214,0.985,19.9,0.5,192.11,2.08,92,-3.5,0.76844,hexachlorocyclohexane,290.83,3.8,2,10,6,2.455931956
N-Fe wood pulp  BC,Plant,Metal,Heteroatom,900,0.5,5,0.15,214,0.985,19.9,0.75,192.11,2.08,92,-3.5,0.76844,hexachlorocyclohexane,290.83,3.8,2,10,6,2.086186148
N-Fe wood pulp  BC,Plant,Metal,Heteroatom,900,0.5,5,0.15,214,0.985,19.9,1,192.11,2.08,92,-3.5,0.76844,hexachlorocyclohexane,290.83,3.8,2,10,6,1.363512104
N-Fe wood pulp  BC,Plant,Metal,Heteroatom,900,0.5,5,0.15,214,0.985,19.9,1.25,192.11,2.08,92,-3.5,0.38422,hexachlorocyclohexane,290.83,3.8,2,10,6,2.031517051
N-Fe wood pulp  BC,Plant,Metal,Heteroatom,900,0.5,5,0.15,214,0.985,19.9,1.25,192.11,2.08,92,-3.5,0.57633,hexachlorocyclohexane,290.83,3.8,2,10,6,1.416801226
N-Fe wood pulp  BC,Plant,Metal,Heteroatom,900,0.5,5,0.15,214,0.985,19.9,1.25,192.11,2.08,92,-3.5,1.15266,hexachlorocyclohexane,290.83,3.8,2,10,6,1.318758763
Red mud sludge biochar,Sludge,Metal,Pristine,700,2,10,1.099307159,50.3,0.98,16.9,0.2,152.2,1.82,377,9.3,0.02283,SMX,253.279,0.89,1.6,15,5.4,2
N Red mud sludge biochar,Sludge,Metal,Heteroatom,700,2,10,0.626943005,70.4,1.05,18.1,0.2,152.2,1.82,377,9.3,0.02283,SMX,253.279,0.89,1.6,15,5.4,1.48148606
N Red mud sludge biochar,Sludge,Metal,Heteroatom,700,2,10,0.626943005,70.4,1.05,18.1,0.2,152.2,1.82,377,9.3,0.02283,SMX,253.279,0.89,1.6,15,4,1.721246399
N Red mud sludge biochar,Sludge,Metal,Heteroatom,700,2,10,0.626943005,70.4,1.05,18.1,0.2,152.2,1.82,377,9.3,0.02283,SMX,253.279,0.89,1.6,15,7,1.568636236
N Red mud sludge biochar,Sludge,Metal,Heteroatom,700,2,10,0.626943005,70.4,1.05,18.1,0.2,152.2,1.82,377,9.3,0.02283,SMX,253.279,0.89,1.6,15,10,1.552841969
pomelo peel BC,Plant,Pristine,Pristine,700,2,5,0.187648456,2.1,0.68,72.69,0.4,192.11,2.08,92,-3.5,0.806862,levofloxacin ,361.368,0.83,6.3,10,5,1.397940009
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.806862,levofloxacin ,361.368,0.83,6.3,10,5,0.283996656
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.403431,levofloxacin ,361.368,0.83,6.3,10,5,0.387216143
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,1.613724,levofloxacin ,361.368,0.83,6.3,10,5,0.420216403
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.2,192.11,2.08,92,-3.5,0.806862,levofloxacin ,361.368,0.83,6.3,10,5,0.425968732
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.6,192.11,2.08,92,-3.5,0.806862,levofloxacin ,361.368,0.83,6.3,10,5,0.236572006
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.8,192.11,2.08,92,-3.5,0.806862,levofloxacin ,361.368,0.83,6.3,10,5,0.193820026
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.806862,levofloxacin ,361.368,0.83,6.3,10,3,0.518557371
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.806862,levofloxacin ,361.368,0.83,6.3,10,7,0.392544977
MgFe2O4/biochar composite,Plant,Metal,Metal,700,2,5,1.387223736,119,0.31,83.79,0.4,192.11,2.08,92,-3.5,0.806862,levofloxacin ,361.368,0.83,6.3,10,9,0.400116928
S. alfredii biochar,Plant,Pristine,Pristine,500,4,5,0.557734205,0.63,3.29,17.4,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.337242168
S. alfredii biochar,Plant,Pristine,Pristine,700,4,5,0.376278119,0.49,3.09,13.4,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.031517051
S. alfredii biochar,Plant,Pristine,Pristine,900,4,5,0.229862475,0.35,2.94,12.2,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.036212173
Fe BC,Plant,Metal,Pristine,500,4,5,0.29566855,0.32,3.3,18.6,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.420216403
Fe BC,Plant,Metal,Pristine,700,4,5,0.185606061,0.31,3.15,18,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.387216143
Fe BC,Plant,Metal,Pristine,900,4,5,0.052238806,0.27,2.61,15.2,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,1.671620397
Mn BC,Plant,Metal,Pristine,500,4,5,0.269067797,0.51,3.39,17.2,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.508638306
Mn BC,Plant,Metal,Pristine,700,4,5,0.149284254,0.32,3.04,14.4,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.552841969
Mn BC,Plant,Metal,Pristine,900,4,5,0.135826772,0.31,2.7,12.9,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.283996656
Zn BC,Plant,Metal,Pristine,500,4,5,0.126252505,0.6,3.04,16.9,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.142667504
Zn BC,Plant,Metal,Pristine,700,4,5,0.067460317,0.48,3.34,15.6,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,2.060480747
Zn BC,Plant,Metal,Pristine,900,4,5,0.046511628,0.19,2.75,12,0.67,192.11,2.08,92,-3.5,0.96055,imidacloprid,255.7,0.57,11.12,10,4,1.787812396
ginkgo leaf  BC,Plant,Pristine,Pristine,550,1,5,0.304522344,3.62,0.94,39.2,0.5,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,6,2.301029996
ginkgo leaf  BC,Plant,Pristine,Pristine,700,1,5,0.352817494,7.77,1.17,38.5,0.5,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,6,1.366531544
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,6,0.809668302
ginkgo leaf  BC,Plant,Pristine,Pristine,1000,1,5,0.30989129,16.82,1.15,32.9,0.5,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,6,1.744727495
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.0761,phenol,94.11,1.46,9.99,10,6,2.096910013
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.2283,phenol,94.11,1.46,9.99,10,6,1.714442691
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.4,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,6,1.835647144
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.6,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,6,1.488116639
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,2,1.681936665
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,4,2.236572006
ginkgo leaf  BC,Plant,Pristine,Pristine,850,1,5,0.444345105,11.66,1.01,37.4,0.5,152.2,1.82,377,9.3,0.1522,phenol,94.11,1.46,9.99,10,8,1.602059991
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,5.8,1.991399828
reed stalks BC,Plant,Pristine,Pristine,650,2,5,0.11,64.2,1.658,8.2,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,5.8,2.180456064
cotton stalks BC,Plant,Pristine,Pristine,650,2,5,0.12,42.2,1.764,6.9,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,5.8,2.468521083
sesame stalks BC,Plant,Pristine,Pristine,650,2,5,0.18,4.8,1.874,7.2,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,5.8,2.853871964
rape stalks BC,Plant,Pristine,Pristine,650,2,5,0.19,3.4,1.995,10.5,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,5.8,2.920818754
soybean stalks BC,Plant,Pristine,Pristine,650,2,5,0.16,2.6,1.995,10,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,5.8,3.045757491
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,3.5,1.769551079
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,5,1.982966661
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,9,2.004364805
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,250.278,0.09,6.99,9.0850914,12,2.408935393
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,251.278,0.09,6.99,9.1213914,3.5,2.207608311
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,252.278,0.09,6.99,9.1576914,5,2.161150909
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,253.278,0.09,6.99,9.1939914,9,2.15490196
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,12,2.585026652
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,3.5,2.387216143
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,5,2.420216403
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,9,2.494850022
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,12,2.823908741
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,3.5,2.920818754
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,5,2.853871964
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,9,2.886056648
sorghum stalks BC,Plant,Pristine,Pristine,650,2,5,0.13,6.5,1.621,7.7,1.8,192.11,2.08,92,-3.5,1.748201,Sulfadiazine,254.278,0.09,6.99,9.2302914,12,3
